product_key,fis_item,cmdt_id,cmdt_se_cd,unit,인도월,거래일자,종가(USD/ton),전일대비,등락률(%),환산가($/ton)
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-10-06,464.4,상승 6.9,상승 1.51%,464.4
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-10-03,457.5,하락 1.2,하락 0.26%,457.5
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-10-02,458.7,상승 5.9,상승 1.3%,458.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-10-01,452.8,하락 15.5,하락 3.31%,452.8
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-30,468.3,상승 6.0,상승 1.3%,468.3
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-29,462.3,상승 1.3,상승 0.28%,462.3
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-26,461.0,하락 1.9,하락 0.41%,461.0
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-25,462.9,상승 4.2,상승 0.92%,462.9
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-24,458.7,하락 4.1,하락 0.89%,458.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-23,462.8,상승 11.8,상승 2.62%,462.8
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-22,451.0,하락 4.7,하락 1.03%,451.0
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-19,455.7,상승 1.1,상승 0.24%,455.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-18,454.6,하락 4.5,하락 0.98%,454.6
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-17,459.1,하락 6.7,하락 1.44%,459.1
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.11,2025-09-16,465.8,하락 0.1,하락 0.02%,465.8
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-15,491.4,상승 6.2,상승 1.28%,491.4
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-12,485.2,하락 3.0,하락 0.61%,485.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-11,488.2,하락 1.7,하락 0.35%,488.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-10,489.9,상승 6.6,상승 1.37%,489.9
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-09,483.3,상승 3.6,상승 0.75%,483.3
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-08,479.7,상승 1.2,상승 0.25%,479.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-05,478.5,하락 3.7,하락 0.77%,478.5
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-04,482.2,하락 2.2,하락 0.45%,482.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-03,484.4,하락 6.6,하락 1.34%,484.4
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-02,491.0,하락 11.1,하락 2.21%,491.0
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-09-01,502.1,상승 9.4,상승 1.91%,502.1
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-29,492.7,하락 0.5,하락 0.1%,492.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-28,493.2,상승 4.8,상승 0.98%,493.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-27,488.4,상승 0.3,상승 0.06%,488.4
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-26,488.1,상승 1.4,상승 0.29%,488.1
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-25,486.7,0.0,0.0%,486.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-22,486.7,상승 4.1,상승 0.85%,486.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-21,482.6,하락 7.0,하락 1.43%,482.6
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-20,489.6,상승 11.8,상승 2.47%,489.6
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-19,477.8,상승 1.1,상승 0.23%,477.8
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-18,476.7,하락 4.5,하락 0.94%,476.7
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-15,481.2,하락 8.2,하락 1.68%,481.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-14,489.4,상승 2.2,상승 0.45%,489.4
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-13,487.2,상승 1.0,상승 0.21%,487.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-12,486.2,상승 11.3,상승 2.38%,486.2
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-11,474.9,상승 3.6,상승 0.76%,474.9
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-08,471.3,상승 8.8,상승 1.9%,471.3
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-07,462.5,상승 0.4,상승 0.09%,462.5
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-06,462.1,하락 1.5,하락 0.32%,462.1
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-05,463.6,하락 5.2,하락 1.11%,463.6
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-04,468.8,상승 3.8,상승 0.82%,468.8
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2025.09,2025-08-01,465.0,하락 2.8,하락 0.6%,465.0
