item_key,contract_month,trade_date,close_price,unit_price,change_amount,change_rate_pct,converted_price
white_sugar,2026-02,2026-01-05,421.1,421.1,2.5,0.6,421.1
white_sugar,2026-02,2026-01-06,423.6,423.6,2.5,0.59,423.6
white_sugar,2026-02,2026-01-07,427.7,427.7,4.1,0.97,427.7
white_sugar,2026-02,2026-01-08,427.9,427.9,0.2,0.05,427.9
white_sugar,2026-02,2026-01-09,425.9,425.9,-2,-0.47,425.9
white_sugar,2026-02,2026-01-12,423.4,423.4,-2.5,-0.59,423.4
white_sugar,2026-02,2026-01-13,427.3,427.3,3.9,0.92,427.3
white_sugar,2026-02,2026-01-14,420.9,420.9,-6.4,-1.5,420.9
white_sugar,2026-02,2026-01-15,418.2,418.2,-2.7,-0.64,418.2
white_sugar,2026-02,2026-01-16,428.4,428.4,10.2,2.44,428.4
white_sugar,2026-02,2026-01-19,427.8,427.8,-0.6,-0.14,427.8
white_sugar,2026-02,2026-01-20,422.5,422.5,-5.3,-1.24,422.5
white_sugar,2026-02,2026-01-21,421.1,421.1,-1.4,-0.33,421.1
white_sugar,2026-02,2026-01-22,425.9,425.9,4.8,1.14,425.9
white_sugar,2026-02,2026-01-23,418.9,418.9,-7,-1.64,418.9
white_sugar,2026-02,2026-01-26,414.2,414.2,-4.7,-1.12,414.2
white_sugar,2026-02,2026-01-27,413.2,413.2,-1,-0.24,413.2
white_sugar,2026-02,2026-01-28,412.2,412.2,-1,-0.24,412.2
white_sugar,2026-02,2026-01-29,412.2,412.2,0,0,412.2
white_sugar,2026-02,2026-01-30,405.1,405.1,-7.1,-1.72,405.1
white_sugar,2026-02,2026-02-02,405.2,405.2,0.1,0.02,405.2
white_sugar,2026-02,2026-02-03,417.6,417.6,12.4,3.06,417.6
white_sugar,2026-02,2026-02-04,411.8,411.8,-5.8,-1.39,411.8
white_sugar,2026-02,2026-02-05,407.9,407.9,-3.9,-0.95,407.9
white_sugar,2026-02,2026-02-06,404.4,404.4,-3.5,-0.86,404.4
white_sugar,2026-02,2026-02-09,405.4,405.4,1,0.25,405.4
white_sugar,2026-02,2026-02-10,398.1,398.1,-7.3,-1.8,398.1
white_sugar,2026-02,2026-02-11,387.2,387.2,-10.9,-2.74,387.2
white_sugar,2026-02,2026-02-12,376.1,376.1,-11.1,-2.87,376.1
white_sugar,2026-02,2026-02-13,397.1,397.1,21,5.58,397.1
white_sugar,2026-04,2026-02-16,406,406,8.9,2.24,406
white_sugar,2026-04,2026-02-17,402.5,402.5,-3.5,-0.86,402.5
white_sugar,2026-04,2026-02-18,407.9,407.9,5.4,1.34,407.9
white_sugar,2026-04,2026-02-19,403.3,403.3,-4.6,-1.13,403.3
white_sugar,2026-04,2026-02-20,406.6,406.6,3.3,0.82,406.6
white_sugar,2026-04,2026-02-23,408.2,408.2,1.6,0.39,408.2
white_sugar,2026-04,2026-02-24,407.2,407.2,-1,-0.24,407.2
white_sugar,2026-04,2026-02-25,407.1,407.1,-0.1,-0.02,407.1
white_sugar,2026-04,2026-02-26,407.9,407.9,0.8,0.2,407.9
white_sugar,2026-04,2026-02-27,407.7,407.7,-0.2,-0.05,407.7
white_sugar,2026-04,2026-03-02,413.6,413.6,5.9,1.45,413.6
white_sugar,2026-04,2026-03-03,414.4,414.4,0.8,0.19,414.4
white_sugar,2026-04,2026-03-04,409.3,409.3,-5.1,-1.23,409.3
white_sugar,2026-04,2026-03-05,406.5,406.5,-2.8,-0.68,406.5
white_sugar,2026-04,2026-03-06,414.5,414.5,8,1.97,414.5
white_sugar,2026-04,2026-03-09,420.5,420.5,6,1.45,420.5
white_sugar,2026-04,2026-03-10,418.4,418.4,-2.1,-0.5,418.4
white_sugar,2026-04,2026-03-11,413.6,413.6,-4.8,-1.15,413.6
white_sugar,2026-04,2026-03-12,414.3,414.3,0.7,0.17,414.3
white_sugar,2026-04,2026-03-13,415,415,0.7,0.17,415
white_sugar,2026-04,2026-03-16,413.7,413.7,-1.3,-0.31,413.7
white_sugar,2026-04,2026-03-17,426,426,12.3,2.97,426
white_sugar,2026-04,2026-03-18,437.4,437.4,11.4,2.68,437.4
white_sugar,2026-04,2026-03-19,451.2,451.2,13.8,3.16,451.2
white_sugar,2026-04,2026-03-20,451.4,451.4,0.2,0.04,451.4
white_sugar,2026-04,2026-03-23,448.7,448.7,-2.7,-0.6,448.7
white_sugar,2026-04,2026-03-24,462.6,462.6,13.9,3.1,462.6
white_sugar,2026-04,2026-03-25,454,454,-8.6,-1.86,454
white_sugar,2026-04,2026-03-26,459.6,459.6,5.6,1.23,459.6
white_sugar,2026-04,2026-03-27,458.6,458.6,-1,-0.22,458.6
white_sugar,2026-04,2026-03-30,452.3,452.3,-6.3,-1.37,452.3
white_sugar,2026-04,2026-03-31,448.5,448.5,-3.8,-0.84,448.5
white_sugar,2026-04,2026-04-01,442.1,442.1,-6.4,-1.43,442.1
white_sugar,2026-04,2026-04-02,435.7,435.7,-6.4,-1.45,435.7
white_sugar,2026-04,2026-04-06,435.7,435.7,0,0,435.7
white_sugar,2026-04,2026-04-07,428.7,428.7,-7,-1.61,428.7
white_sugar,2026-04,2026-04-08,422.3,422.3,-6.4,-1.49,422.3
white_sugar,2026-04,2026-04-09,413.6,413.6,-8.7,-2.06,413.6
white_sugar,2026-04,2026-04-10,412.3,412.3,-1.3,-0.31,412.3
white_sugar,2026-04,2026-04-13,411.2,411.2,-1.1,-0.27,411.2
white_sugar,2026-04,2026-04-14,424.2,424.2,13,3.16,424.2
white_sugar,2026-04,2026-04-15,419.5,419.5,-4.7,-1.11,419.5
white_sugar,2026-07,2026-04-16,418.3,418.3,6,1.46,418.3
white_sugar,2026-07,2026-04-17,412.3,412.3,-6,-1.43,412.3
white_sugar,2026-07,2026-04-20,417.6,417.6,5.3,1.29,417.6
white_sugar,2026-07,2026-04-21,422,422,4.4,1.05,422
white_sugar,2026-07,2026-04-22,423.7,423.7,1.7,0.4,423.7
white_sugar,2026-07,2026-04-23,427.5,427.5,3.8,0.9,427.5
white_sugar,2026-07,2026-04-24,435.3,435.3,7.8,1.82,435.3
white_sugar,2026-07,2026-04-27,427.1,427.1,-8.2,-1.88,427.1
white_sugar,2026-07,2026-04-28,432.9,432.9,5.8,1.36,432.9
white_sugar,2026-07,2026-04-29,444.8,444.8,11.9,2.75,444.8
white_sugar,2026-07,2026-04-30,438.9,438.9,-5.9,-1.33,438.9
white_sugar,2026-07,2026-05-01,446.5,446.5,7.6,1.73,446.5
white_sugar,2026-07,2026-05-04,446.5,446.5,0,0,446.5
white_sugar,2026-07,2026-05-05,452.2,452.2,5.7,1.28,452.2
white_sugar,2026-07,2026-05-06,437.2,437.2,-15,-3.32,437.2
white_sugar,2026-07,2026-05-07,431.9,431.9,-5.3,-1.21,431.9
white_sugar,2026-07,2026-05-08,432,432,0.1,0.02,432
white_sugar,2026-07,2026-05-11,437.3,437.3,5.3,1.23,437.3
white_sugar,2026-07,2026-05-12,441.7,441.7,4.4,1.01,441.7
white_sugar,2026-07,2026-05-13,455.4,455.4,13.7,3.1,455.4
white_sugar,2026-07,2026-05-14,442.9,442.9,-12.5,-2.74,442.9
white_sugar,2026-07,2026-05-15,438.5,438.5,-4.4,-0.99,438.5
white_sugar,2026-07,2026-05-18,436.5,436.5,-2,-0.46,436.5
white_sugar,2026-07,2026-05-19,441,441,4.5,1.03,441
white_sugar,2026-07,2026-05-20,441,441,0,0,441
white_sugar,2026-07,2026-05-21,445,445,4,0.91,445
white_sugar,2026-07,2026-05-22,442.4,442.4,-2.6,-0.58,442.4
white_sugar,2026-07,2026-05-25,442.4,442.4,0,0,442.4
white_sugar,2026-07,2026-05-26,436.9,436.9,-5.5,-1.24,436.9
white_sugar,2026-07,2026-05-27,429.8,429.8,-7.1,-1.63,429.8
white_sugar,2026-07,2026-05-28,425.7,425.7,-4.1,-0.95,425.7
white_sugar,2026-07,2026-05-29,438.2,438.2,12.5,2.94,438.2
white_sugar,2026-07,2026-06-01,450,450,11.8,2.69,450
white_sugar,2026-07,2026-06-02,445.8,445.8,-4.2,-0.93,445.8
white_sugar,2026-07,2026-06-03,444.8,444.8,-1,-0.22,444.8
white_sugar,2026-07,2026-06-04,449.2,449.2,4.4,0.99,449.2
white_sugar,2026-07,2026-06-05,446.9,446.9,-2.3,-0.51,446.9
white_sugar,2026-07,2026-06-08,445.1,445.1,-1.8,-0.4,445.1
white_sugar,2026-07,2026-06-09,445,445,-0.1,-0.02,445
white_sugar,2026-07,2026-06-10,443.9,443.9,-1.1,-0.25,443.9
white_sugar,2026-07,2026-06-11,446.3,446.3,2.4,0.54,446.3
white_sugar,2026-07,2026-06-12,444.6,444.6,-1.7,-0.38,444.6
white_sugar,2026-07,2026-06-15,442.4,442.4,-2.2,-0.49,442.4
white_sugar,2026-07,2026-06-16,449.9,449.9,7.5,1.7,449.9
white_sugar,2026-07,2026-06-17,452.2,452.2,2.3,0.51,452.2
white_sugar,2026-07,2026-06-18,445.3,445.3,-6.9,-1.53,445.3
white_sugar,2026-07,2026-06-19,440.8,440.8,-4.5,-1.01,440.8
white_sugar,2026-07,2026-06-22,440.4,440.4,-0.4,-0.09,440.4
white_sugar,2026-07,2026-06-23,441.1,441.1,0.7,0.16,441.1
white_sugar,2026-07,2026-06-24,444.8,444.8,3.7,0.84,444.8
white_sugar,2026-07,2026-06-25,444.7,444.7,-0.1,-0.02,444.7
white_sugar,2026-07,2026-06-26,464,464,19.3,4.34,464
white_sugar,2026-07,2026-06-29,473.6,473.6,9.6,2.07,473.6
white_sugar,2026-07,2026-06-30,474.6,474.6,1,0.21,474.6
white_sugar,2026-07,2026-07-01,482.9,482.9,8.3,1.75,482.9
white_sugar,2026-07,2026-07-02,483.1,483.1,0.2,0.04,483.1
white_sugar,2026-07,2026-07-03,485.4,485.4,2.3,0.48,485.4
white_sugar,2026-07,2026-07-06,488.4,488.4,3,0.62,488.4
white_sugar,2026-07,2026-07-07,475.9,475.9,-12.5,-2.56,475.9
white_sugar,2026-07,2026-07-08,480.6,480.6,4.7,0.99,480.6
white_sugar,2026-07,2026-07-09,478.6,478.6,-2,-0.42,478.6
white_sugar,2026-07,2026-07-10,467.1,467.1,-11.5,-2.4,467.1
white_sugar,2026-07,2026-07-13,463.1,463.1,-4,-0.86,463.1
white_sugar,2026-09,2026-07-14,463.4,463.4,0.3,0.06,463.4
white_sugar,2026-09,2026-07-15,449.2,449.2,-14.2,-3.06,449.2
white_sugar,2026-09,2026-07-16,443.5,443.5,-5.7,-1.27,443.5
white_sugar,2026-09,2026-07-17,469.9,469.9,15.3,3.37,469.9
white_sugar,2026-09,2026-07-20,467.2,467.2,-2.7,-0.57,467.2
white_sugar,2026-09,2026-07-21,469.3,469.3,2.1,0.45,469.3
white_sugar,2026-09,2026-07-22,464.7,464.7,-4.6,-0.98,464.7
white_sugar,2026-09,2026-07-23,459.8,459.8,-4.9,-1.05,459.8
white_sugar,2026-09,2026-07-24,460.8,460.8,1,0.22,460.8
white_sugar,2026-09,2026-07-27,458.4,458.4,-2.4,-0.52,458.4
white_sugar,2026-09,2026-07-28,456.8,456.8,-1.6,-0.35,456.8
white_sugar,2026-09,2026-07-29,458.4,458.4,1.6,0.35,458.4
white_sugar,2026-09,2026-07-30,456.7,456.7,-1.7,-0.37,456.7
white_sugar,2026-09,2026-07-31,461.6,461.6,4.9,1.07,461.6
