product_key,fis_item,cmdt_id,cmdt_se_cd,unit,인도월,거래일자,종가(USD/ton),전일대비,등락률(%),환산가($/ton)
white_sugar,White Sugar,0701000002011303,FOOD,USD/ton,2026.09,2026-09-02,539.2,상승 5.2,상승 0.97%,539.2
