collected_at,source,channel,product_key,product_name,query,keyword,page,source_url,item_id,uitem_id,item_name,brand_name,display_price,original_price,sale_price,unit_price,promotion_type,price_source,site_no,salestr_no,shipping_type,shipping_detail_type,shipping_type_code,shipping_type_detail_code,deal_item_yn,product_url,item_url,raw_cart_json
2026-09-04T13:33:47,NONGHYUP_MALL,ONLINE,butter,버터,버터,버터,1,https://www.nonghyupmall.com/BC1F010M/srchTotalList.nh?searchTerm_main=%EB%B2%84%ED%84%B0&CHAN_C=1101&chanC=1101,2039443951,,라꽁비에뜨 가염.무염버터 15g x 30개입 프랑스 직수입 AOP인증,라꽁비에뜨,37900,40900,37900,15g x 30개 / 30개입,,rendered_product_card.product_price,,,,,,,,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=2039443951,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=2039443951,"{""item_id"":""2039443951"",""item_name"":""라꽁비에뜨 가염.무염버터 15g x 30개입 프랑스 직수입 AOP인증"",""price_text"":""정가 : 40,900원 판매가 : 37,900원"",""card_text"":""라꽁비에뜨 가염.무염버터 15g x 30개입 프랑스 직수입 AOP... 정가 : 40,900원 판매가 : 37,900원 선물하기복수배송무료배송 ★ 5.0 상품평 20건"",""html"":""<li class=\""product-item\"">\n                                        <div class=\""product-item-inner\"">\n                                            <div class=\""product-top-area\"">\n                                                <a id=\""imgOpn\"" href=\""#none\"" class=\""product-thumb-area\"" data-wrs-c=\""2039443951\"" data-limt-qt=\""19706\"" data-ofstk-yn=\""N\"" data-adlt-attc-required-yn=\""N\"" onclick=\""return false;\"">\n                                                    <div class=\""product-thumb\"">\n                                                        <img src=\""https://img-www.nonghyupmall.com//prdimg/01/007/007/002/007//2039443951_0_320_341343470_20260720130323.png\"" alt=\""라꽁비에뜨 가염.무염버터 15g x 30개입 프랑스 직수입 AOP인증\"" class=\""\"" name=\""\"" id=\""\"" onerror=\""jQuery(this).css('display','none');\""></div>\n\t                                                <!-- 성인인증요구 상품 -->\n\t                                                <!-- 품절 상품 -->\n                                                    <!-- s: 이미지블릿 최대 2개 -->\n                                                    <div class=\""flag-tag\"">\n                                                        <ul class=\""flag-tag-list\"">\n                                                        <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s11.png\"" alt=\""할인쿠폰\""></li>\n\t                                                            <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s01.png\"" alt=\""알뜰특가\""></li>\n\t                                                            </ul>\n                                                    </div>\n                                                    <!-- e: 이미지블릿 최대 2개 -->\n                                                </a>\n                                                <!-- 찜, 장바구니, 새창에서 보기, 바로구매 overlay btn -->\n                                                <!-- s : 별점 추가되면서 장바구니 담기 버튼 삭제  \n                                                <div class=\""product-action\"" id=\""btn_shop_set_img\"">\n                                                    <ul class=\""product-action-list\"">\n                                                        <li class=\""product-action-item type-like\"">\n                                                            <button type=\""button\"" class=\""product-action-btn like\"" href=\""#none\"" role=\""button\""\n                                                                data-wrs-c=\""2039443951\""\n\t                                                            data-wrsc=\""2039443951\""\n\t                                                            data-adlt-attc-required-yn=\""N\"">\n\t                                                                <span class=\""for-a11y\"">찜하기</span>\n\t\t                                                    </button>\n                                                        </li>\n\t                                                    <li class=\""product-action-item type-cart\"">\n                                                                    <button type=\""button\"" class=\""product-action-btn cart\"" href=\""#\"" role=\""button\""\n                                                                    data-wrs-c=\""2039443951\""\n                                                                    data-opt-uyn=\""Y\""\n                                                                    data-item-c=\""\""\n                                                                    data-buymtplqt=\""0\""\n                                                                    data-tm1-min-orr-qt=\""1\""\n                                                                    data-adlt-attc-required-yn=\""N\""\n                                                                    data-infwpathc=\""\""\n                                                                    data-infwpathdsc=\""\"">\n                                                                        <span class=\""for-a11y\"">장바구니</span>\n                                                                    </button>\n                                                                </li>\n\t\t                                                    <li class=\""product-action-item type-new-window\"">\n                                                            <button class=\""product-action-btn pop\"" href=\""#none\""\n                                                            data-wrs-c=\""2039443951\""\n                                                            data-adlt-attc-required-yn=\""N\""\n                                                            onclick=\""return false;\"">\n\t                                                            <span class=\""for-a11y\"">새창으로 보기</span>\n\t                                                        </button>\n                                                        </li>\n                                                    </ul>\n                                                </div>\n                                                e : 별점 추가되면서 장바구니 담기 버튼 삭제 -->\n                                            </div>\n                                            <div class=\""product-info-area\"" id=\""nameTitle\"">\n                                                <a id=\""nmOpn\"" href=\""#none\"" class=\""product-info\"" data-wrs-c=\""2039443951\"" data-limt-qt=\""19706\"" data-ofstk-yn=\""N\"" data-sel-am=\""40900\"" data-tot-am=\""37900\"">\n                                                    <p class=\""product-name\"">라꽁비에뜨 가염.무염버터 15g x 30개입 프랑스 직수입 AOP...</p>\n                                                    <div class=\""product-price\"">\n                                                        <p class=\""product-price-discount\"">\n                                                                <span class=\""for-a11y\"">정가 :</span>\n                                                                40,900원\n                                                            </p>\n\t\t\t                                            <p class=\""product-price-sale\"">\n\t\t                                                    <span class=\""for-a11y\"">판매가 :</span>\n\t\t                                                    37,900원\n\t\t                                                </p>\n\t\t                                            </div>\n\t\t                                            <!-- s: 텍스트블릿 최대 3개 -->\n                                                        <div class=\""product-tags\"">\n                                                            <div class=\""txt-bullet-list\"">\n                                                                <span class=\""txt-bullet is-gift\"">선물하기</span><span class=\""txt-bullet is-delivery\"">복수배송</span><span class=\""txt-bullet type-green2 is-delivery\"">무료배송</span>\n                                                                </div>\n                                                        </div>\n                                                        <!-- e: 텍스트블릿 최대 3개 -->\n                                                    <div class=\""product-review-star-wrap\"">\n\t\t                                            \t<div class=\""render-star-rading\"" data-star-rating=\""9.9\"" data-rendered=\""true\""><span class=\""single-star\"">★</span><span class=\""star-score\"">5.0</span></div>\n\t\t                                            \t<span class=\""review-text\"">\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t상품평&nbsp;20건\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t</span>\n\t\t                                            </div>\n\t\t                                            </a>\n                                            </div>\n                                        </div>\n                                    </li>""}"
2026-09-04T13:33:47,NONGHYUP_MALL,ONLINE,butter,버터,버터,버터,1,https://www.nonghyupmall.com/BC1F010M/srchTotalList.nh?searchTerm_main=%EB%B2%84%ED%84%B0&CHAN_C=1101&chanC=1101,9018245409,,[임실치즈농협] 옥정호 선물세트,임실치즈농협,43170,54000,43170,,,rendered_product_card.product_price,,,,,,,,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=9018245409,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=9018245409,"{""item_id"":""9018245409"",""item_name"":""[임실치즈농협] 옥정호 선물세트"",""price_text"":""정가 : 54,000원 판매가 : 43,170원"",""card_text"":""[임실치즈농협] 옥정호 선물세트 정가 : 54,000원 판매가 : 43,170원 카드즉시할인선물하기복수배송 ★ 4.9 상품평 8건"",""html"":""<li class=\""product-item\"">\n                                        <div class=\""product-item-inner\"">\n                                            <div class=\""product-top-area\"">\n                                                <a id=\""imgOpn\"" href=\""#none\"" class=\""product-thumb-area\"" data-wrs-c=\""9018245409\"" data-limt-qt=\""9639\"" data-ofstk-yn=\""N\"" data-adlt-attc-required-yn=\""N\"" onclick=\""return false;\"">\n                                                    <div class=\""product-thumb\"">\n                                                        <img src=\""https://img-www.nonghyupmall.com//prdimg/01/007/007/002/999//9018245409_0_320_341241679_20260626134020.jpg\"" alt=\""[임실치즈농협] 옥정호 선물세트\"" class=\""\"" name=\""\"" id=\""\"" onerror=\""jQuery(this).css('display','none');\""></div>\n\t                                                <!-- 성인인증요구 상품 -->\n\t                                                <!-- 품절 상품 -->\n                                                    <!-- s: 이미지블릿 최대 2개 -->\n                                                    <div class=\""flag-tag\"">\n                                                        <ul class=\""flag-tag-list\"">\n                                                        <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s11.png\"" alt=\""할인쿠폰\""></li>\n\t                                                            <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s12.png\"" alt=\""카드할인\""></li>\n\t                                                            </ul>\n                                                    </div>\n                                                    <!-- e: 이미지블릿 최대 2개 -->\n                                                </a>\n                                                <!-- 찜, 장바구니, 새창에서 보기, 바로구매 overlay btn -->\n                                                <!-- s : 별점 추가되면서 장바구니 담기 버튼 삭제  \n                                                <div class=\""product-action\"" id=\""btn_shop_set_img\"">\n                                                    <ul class=\""product-action-list\"">\n                                                        <li class=\""product-action-item type-like\"">\n                                                            <button type=\""button\"" class=\""product-action-btn like\"" href=\""#none\"" role=\""button\""\n                                                                data-wrs-c=\""9018245409\""\n\t                                                            data-wrsc=\""9018245409\""\n\t                                                            data-adlt-attc-required-yn=\""N\"">\n\t                                                                <span class=\""for-a11y\"">찜하기</span>\n\t\t                                                    </button>\n                                                        </li>\n\t                                                    <li class=\""product-action-item type-cart\"">\n                                                                    <button type=\""button\"" class=\""product-action-btn cart\"" href=\""#\"" role=\""button\""\n                                                                    data-wrs-c=\""9018245409\""\n                                                                    data-opt-uyn=\""N\""\n                                                                    data-item-c=\""\""\n                                                                    data-buymtplqt=\""0\""\n                                                                    data-tm1-min-orr-qt=\""1\""\n                                                                    data-adlt-attc-required-yn=\""N\""\n                                                                    data-infwpathc=\""\""\n                                                                    data-infwpathdsc=\""\"">\n                                                                        <span class=\""for-a11y\"">장바구니</span>\n                                                                    </button>\n                                                                </li>\n\t\t                                                    <li class=\""product-action-item type-new-window\"">\n                                                            <button class=\""product-action-btn pop\"" href=\""#none\""\n                                                            data-wrs-c=\""9018245409\""\n                                                            data-adlt-attc-required-yn=\""N\""\n                                                            onclick=\""return false;\"">\n\t                                                            <span class=\""for-a11y\"">새창으로 보기</span>\n\t                                                        </button>\n                                                        </li>\n                                                    </ul>\n                                                </div>\n                                                e : 별점 추가되면서 장바구니 담기 버튼 삭제 -->\n                                            </div>\n                                            <div class=\""product-info-area\"" id=\""nameTitle\"">\n                                                <a id=\""nmOpn\"" href=\""#none\"" class=\""product-info\"" data-wrs-c=\""9018245409\"" data-limt-qt=\""9639\"" data-ofstk-yn=\""N\"" data-sel-am=\""54000\"" data-tot-am=\""43170\"">\n                                                    <p class=\""product-name\"">[임실치즈농협] 옥정호 선물세트</p>\n                                                    <div class=\""product-price\"">\n                                                        <p class=\""product-price-discount\"">\n                                                                <span class=\""for-a11y\"">정가 :</span>\n                                                                54,000원\n                                                            </p>\n\t\t\t                                            <p class=\""product-price-sale\"">\n\t\t                                                    <span class=\""for-a11y\"">판매가 :</span>\n\t\t                                                    43,170원\n\t\t                                                </p>\n\t\t                                            </div>\n\t\t                                            <!-- s: 텍스트블릿 최대 3개 -->\n                                                        <div class=\""product-tags\"">\n                                                            <div class=\""txt-bullet-list\"">\n                                                                <span class=\""txt-bullet\"">카드즉시할인</span><span class=\""txt-bullet is-gift\"">선물하기</span><span class=\""txt-bullet is-delivery\"">복수배송</span></div>\n                                                        </div>\n                                                        <!-- e: 텍스트블릿 최대 3개 -->\n                                                    <div class=\""product-review-star-wrap\"">\n\t\t                                            \t<div class=\""render-star-rading\"" data-star-rating=\""9.8\"" data-rendered=\""true\""><span class=\""single-star\"">★</span><span class=\""star-score\"">4.9</span></div>\n\t\t                                            \t<span class=\""review-text\"">\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t상품평&nbsp;8건\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t</span>\n\t\t                                            </div>\n\t\t                                            </a>\n                                            </div>\n                                        </div>\n                                    </li>""}"
2026-09-04T13:33:47,NONGHYUP_MALL,ONLINE,butter,버터,버터,버터,1,https://www.nonghyupmall.com/BC1F010M/srchTotalList.nh?searchTerm_main=%EB%B2%84%ED%84%B0&CHAN_C=1101&chanC=1101,9000917756,,[임실치즈농협]선물세트 특호,임실치즈농협,80500,95000,80500,,,rendered_product_card.product_price,,,,,,,,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=9000917756,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=9000917756,"{""item_id"":""9000917756"",""item_name"":""[임실치즈농협]선물세트 특호"",""price_text"":""정가 : 95,000원 판매가 : 80,500원"",""card_text"":""[임실치즈농협]선물세트 특호 정가 : 95,000원 판매가 : 80,500원 선물하기복수배송조건별무료배송 NEW!"",""html"":""<li class=\""product-item\"">\n                                        <div class=\""product-item-inner\"">\n                                            <div class=\""product-top-area\"">\n                                                <a id=\""imgOpn\"" href=\""#none\"" class=\""product-thumb-area\"" data-wrs-c=\""9000917756\"" data-limt-qt=\""99899\"" data-ofstk-yn=\""N\"" data-adlt-attc-required-yn=\""N\"" onclick=\""return false;\"">\n                                                    <div class=\""product-thumb\"">\n                                                        <img src=\""https://img-www.nonghyupmall.com//prdimg/01/007/007/002/999//9000917756_0_320_341241686_20260626134019.png\"" alt=\""[임실치즈농협]선물세트 특호 \"" class=\""\"" name=\""\"" id=\""\"" onerror=\""jQuery(this).css('display','none');\""></div>\n\t                                                <!-- 성인인증요구 상품 -->\n\t                                                <!-- 품절 상품 -->\n                                                    <!-- s: 이미지블릿 최대 2개 -->\n                                                    <div class=\""flag-tag\"">\n                                                        <ul class=\""flag-tag-list\"">\n                                                        <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s11.png\"" alt=\""할인쿠폰\""></li>\n\t                                                            <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s01.png\"" alt=\""알뜰특가\""></li>\n\t                                                            </ul>\n                                                    </div>\n                                                    <!-- e: 이미지블릿 최대 2개 -->\n                                                </a>\n                                                <!-- 찜, 장바구니, 새창에서 보기, 바로구매 overlay btn -->\n                                                <!-- s : 별점 추가되면서 장바구니 담기 버튼 삭제  \n                                                <div class=\""product-action\"" id=\""btn_shop_set_img\"">\n                                                    <ul class=\""product-action-list\"">\n                                                        <li class=\""product-action-item type-like\"">\n                                                            <button type=\""button\"" class=\""product-action-btn like\"" href=\""#none\"" role=\""button\""\n                                                                data-wrs-c=\""9000917756\""\n\t                                                            data-wrsc=\""9000917756\""\n\t                                                            data-adlt-attc-required-yn=\""N\"">\n\t                                                                <span class=\""for-a11y\"">찜하기</span>\n\t\t                                                    </button>\n                                                        </li>\n\t                                                    <li class=\""product-action-item type-cart\"">\n                                                                    <button type=\""button\"" class=\""product-action-btn cart\"" href=\""#\"" role=\""button\""\n                                                                    data-wrs-c=\""9000917756\""\n                                                                    data-opt-uyn=\""N\""\n                                                                    data-item-c=\""\""\n                                                                    data-buymtplqt=\""0\""\n                                                                    data-tm1-min-orr-qt=\""1\""\n                                                                    data-adlt-attc-required-yn=\""N\""\n                                                                    data-infwpathc=\""\""\n                                                                    data-infwpathdsc=\""\"">\n                                                                        <span class=\""for-a11y\"">장바구니</span>\n                                                                    </button>\n                                                                </li>\n\t\t                                                    <li class=\""product-action-item type-new-window\"">\n                                                            <button class=\""product-action-btn pop\"" href=\""#none\""\n                                                            data-wrs-c=\""9000917756\""\n                                                            data-adlt-attc-required-yn=\""N\""\n                                                            onclick=\""return false;\"">\n\t                                                            <span class=\""for-a11y\"">새창으로 보기</span>\n\t                                                        </button>\n                                                        </li>\n                                                    </ul>\n                                                </div>\n                                                e : 별점 추가되면서 장바구니 담기 버튼 삭제 -->\n                                            </div>\n                                            <div class=\""product-info-area\"" id=\""nameTitle\"">\n                                                <a id=\""nmOpn\"" href=\""#none\"" class=\""product-info\"" data-wrs-c=\""9000917756\"" data-limt-qt=\""99899\"" data-ofstk-yn=\""N\"" data-sel-am=\""95000\"" data-tot-am=\""80500\"">\n                                                    <p class=\""product-name\"">[임실치즈농협]선물세트 특호 </p>\n                                                    <div class=\""product-price\"">\n                                                        <p class=\""product-price-discount\"">\n                                                                <span class=\""for-a11y\"">정가 :</span>\n                                                                95,000원\n                                                            </p>\n\t\t\t                                            <p class=\""product-price-sale\"">\n\t\t                                                    <span class=\""for-a11y\"">판매가 :</span>\n\t\t                                                    80,500원\n\t\t                                                </p>\n\t\t                                            </div>\n\t\t                                            <!-- s: 텍스트블릿 최대 3개 -->\n                                                        <div class=\""product-tags\"">\n                                                            <div class=\""txt-bullet-list\"">\n                                                                <span class=\""txt-bullet is-gift\"">선물하기</span><span class=\""txt-bullet is-delivery\"">복수배송</span><span class=\""txt-bullet type-green2 is-delivery\"">조건별무료배송</span>\n                                                                </div>\n                                                        </div>\n                                                        <!-- e: 텍스트블릿 최대 3개 -->\n                                                    <div class=\""product-review-star-wrap\"">\n\t\t                                            \t<span class=\""review-new\"">\n\t\t                                                NEW!\n\t\t                                                </span>\n\t\t                                            </div>\n\t\t                                            </a>\n                                            </div>\n                                        </div>\n                                    </li>""}"
2026-09-04T13:33:47,NONGHYUP_MALL,ONLINE,butter,버터,버터,버터,1,https://www.nonghyupmall.com/BC1F010M/srchTotalList.nh?searchTerm_main=%EB%B2%84%ED%84%B0&CHAN_C=1101&chanC=1101,7000917745,,[임실치즈농협] 선물세트 1호,임실치즈농협,52600,64000,52600,,,rendered_product_card.product_price,,,,,,,,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=7000917745,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=7000917745,"{""item_id"":""7000917745"",""item_name"":""[임실치즈농협] 선물세트 1호"",""price_text"":""정가 : 64,000원 판매가 : 52,600원"",""card_text"":""[임실치즈농협] 선물세트 1호 정가 : 64,000원 판매가 : 52,600원 복수배송조건별무료배송 ★ 4.7 상품평 5건"",""html"":""<li class=\""product-item\"">\n                                        <div class=\""product-item-inner\"">\n                                            <div class=\""product-top-area\"">\n                                                <a id=\""imgOpn\"" href=\""#none\"" class=\""product-thumb-area\"" data-wrs-c=\""7000917745\"" data-limt-qt=\""9917\"" data-ofstk-yn=\""N\"" data-adlt-attc-required-yn=\""N\"" onclick=\""return false;\"">\n                                                    <div class=\""product-thumb\"">\n                                                        <img src=\""https://img-www.nonghyupmall.com//prdimg/01/007/007/002/999//7000917745_0_320_341241662_20260626134022.jpg\"" alt=\""[임실치즈농협] 선물세트 1호 \"" class=\""\"" name=\""\"" id=\""\"" onerror=\""jQuery(this).css('display','none');\""></div>\n\t                                                <!-- 성인인증요구 상품 -->\n\t                                                <!-- 품절 상품 -->\n                                                    <!-- s: 이미지블릿 최대 2개 -->\n                                                    <div class=\""flag-tag\"">\n                                                        <ul class=\""flag-tag-list\"">\n                                                        <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s11.png\"" alt=\""할인쿠폰\""></li>\n\t                                                            <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s01.png\"" alt=\""알뜰특가\""></li>\n\t                                                            </ul>\n                                                    </div>\n                                                    <!-- e: 이미지블릿 최대 2개 -->\n                                                </a>\n                                                <!-- 찜, 장바구니, 새창에서 보기, 바로구매 overlay btn -->\n                                                <!-- s : 별점 추가되면서 장바구니 담기 버튼 삭제  \n                                                <div class=\""product-action\"" id=\""btn_shop_set_img\"">\n                                                    <ul class=\""product-action-list\"">\n                                                        <li class=\""product-action-item type-like\"">\n                                                            <button type=\""button\"" class=\""product-action-btn like\"" href=\""#none\"" role=\""button\""\n                                                                data-wrs-c=\""7000917745\""\n\t                                                            data-wrsc=\""7000917745\""\n\t                                                            data-adlt-attc-required-yn=\""N\"">\n\t                                                                <span class=\""for-a11y\"">찜하기</span>\n\t\t                                                    </button>\n                                                        </li>\n\t                                                    <li class=\""product-action-item type-cart\"">\n                                                                    <button type=\""button\"" class=\""product-action-btn cart\"" href=\""#\"" role=\""button\""\n                                                                    data-wrs-c=\""7000917745\""\n                                                                    data-opt-uyn=\""N\""\n                                                                    data-item-c=\""\""\n                                                                    data-buymtplqt=\""0\""\n                                                                    data-tm1-min-orr-qt=\""1\""\n                                                                    data-adlt-attc-required-yn=\""N\""\n                                                                    data-infwpathc=\""\""\n                                                                    data-infwpathdsc=\""\"">\n                                                                        <span class=\""for-a11y\"">장바구니</span>\n                                                                    </button>\n                                                                </li>\n\t\t                                                    <li class=\""product-action-item type-new-window\"">\n                                                            <button class=\""product-action-btn pop\"" href=\""#none\""\n                                                            data-wrs-c=\""7000917745\""\n                                                            data-adlt-attc-required-yn=\""N\""\n                                                            onclick=\""return false;\"">\n\t                                                            <span class=\""for-a11y\"">새창으로 보기</span>\n\t                                                        </button>\n                                                        </li>\n                                                    </ul>\n                                                </div>\n                                                e : 별점 추가되면서 장바구니 담기 버튼 삭제 -->\n                                            </div>\n                                            <div class=\""product-info-area\"" id=\""nameTitle\"">\n                                                <a id=\""nmOpn\"" href=\""#none\"" class=\""product-info\"" data-wrs-c=\""7000917745\"" data-limt-qt=\""9917\"" data-ofstk-yn=\""N\"" data-sel-am=\""64000\"" data-tot-am=\""52600\"">\n                                                    <p class=\""product-name\"">[임실치즈농협] 선물세트 1호 </p>\n                                                    <div class=\""product-price\"">\n                                                        <p class=\""product-price-discount\"">\n                                                                <span class=\""for-a11y\"">정가 :</span>\n                                                                64,000원\n                                                            </p>\n\t\t\t                                            <p class=\""product-price-sale\"">\n\t\t                                                    <span class=\""for-a11y\"">판매가 :</span>\n\t\t                                                    52,600원\n\t\t                                                </p>\n\t\t                                            </div>\n\t\t                                            <!-- s: 텍스트블릿 최대 3개 -->\n                                                        <div class=\""product-tags\"">\n                                                            <div class=\""txt-bullet-list\"">\n                                                                <span class=\""txt-bullet is-delivery\"">복수배송</span><span class=\""txt-bullet type-green2 is-delivery\"">조건별무료배송</span>\n                                                                </div>\n                                                        </div>\n                                                        <!-- e: 텍스트블릿 최대 3개 -->\n                                                    <div class=\""product-review-star-wrap\"">\n\t\t                                            \t<div class=\""render-star-rading\"" data-star-rating=\""9.4\"" data-rendered=\""true\""><span class=\""single-star\"">★</span><span class=\""star-score\"">4.7</span></div>\n\t\t                                            \t<span class=\""review-text\"">\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t상품평&nbsp;5건\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t</span>\n\t\t                                            </div>\n\t\t                                            </a>\n                                            </div>\n                                        </div>\n                                    </li>""}"
2026-09-04T13:33:47,NONGHYUP_MALL,ONLINE,butter,버터,버터,버터,1,https://www.nonghyupmall.com/BC1F010M/srchTotalList.nh?searchTerm_main=%EB%B2%84%ED%84%B0&CHAN_C=1101&chanC=1101,4000917751,,[임실치즈농협] 선물세트 3호,임실치즈농협,28500,35000,28500,,,rendered_product_card.product_price,,,,,,,,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=4000917751,https://www.nonghyupmall.com/BC14010R/viewDetailPage.nh?wrsC=4000917751,"{""item_id"":""4000917751"",""item_name"":""[임실치즈농협] 선물세트 3호"",""price_text"":""정가 : 35,000원 판매가 : 28,500원"",""card_text"":""[임실치즈농협] 선물세트 3호 정가 : 35,000원 판매가 : 28,500원 선물하기복수배송조건별무료배송 NEW!"",""html"":""<li class=\""product-item\"">\n                                        <div class=\""product-item-inner\"">\n                                            <div class=\""product-top-area\"">\n                                                <a id=\""imgOpn\"" href=\""#none\"" class=\""product-thumb-area\"" data-wrs-c=\""4000917751\"" data-limt-qt=\""99817\"" data-ofstk-yn=\""N\"" data-adlt-attc-required-yn=\""N\"" onclick=\""return false;\"">\n                                                    <div class=\""product-thumb\"">\n                                                        <img src=\""https://img-www.nonghyupmall.com//prdimg/01/007/007/002/999//4000917751_0_320_341241687_20260626134019.jpg\"" alt=\""[임실치즈농협] 선물세트 3호 \"" class=\""\"" name=\""\"" id=\""\"" onerror=\""jQuery(this).css('display','none');\""></div>\n\t                                                <!-- 성인인증요구 상품 -->\n\t                                                <!-- 품절 상품 -->\n                                                    <!-- s: 이미지블릿 최대 2개 -->\n                                                    <div class=\""flag-tag\"">\n                                                        <ul class=\""flag-tag-list\"">\n                                                        <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s11.png\"" alt=\""할인쿠폰\""></li>\n\t                                                            <li><img src=\""https://www.nonghyupmall.com/assets/img/pc/ico_pbullet4_s01.png\"" alt=\""알뜰특가\""></li>\n\t                                                            </ul>\n                                                    </div>\n                                                    <!-- e: 이미지블릿 최대 2개 -->\n                                                </a>\n                                                <!-- 찜, 장바구니, 새창에서 보기, 바로구매 overlay btn -->\n                                                <!-- s : 별점 추가되면서 장바구니 담기 버튼 삭제  \n                                                <div class=\""product-action\"" id=\""btn_shop_set_img\"">\n                                                    <ul class=\""product-action-list\"">\n                                                        <li class=\""product-action-item type-like\"">\n                                                            <button type=\""button\"" class=\""product-action-btn like\"" href=\""#none\"" role=\""button\""\n                                                                data-wrs-c=\""4000917751\""\n\t                                                            data-wrsc=\""4000917751\""\n\t                                                            data-adlt-attc-required-yn=\""N\"">\n\t                                                                <span class=\""for-a11y\"">찜하기</span>\n\t\t                                                    </button>\n                                                        </li>\n\t                                                    <li class=\""product-action-item type-cart\"">\n                                                                    <button type=\""button\"" class=\""product-action-btn cart\"" href=\""#\"" role=\""button\""\n                                                                    data-wrs-c=\""4000917751\""\n                                                                    data-opt-uyn=\""N\""\n                                                                    data-item-c=\""\""\n                                                                    data-buymtplqt=\""0\""\n                                                                    data-tm1-min-orr-qt=\""1\""\n                                                                    data-adlt-attc-required-yn=\""N\""\n                                                                    data-infwpathc=\""\""\n                                                                    data-infwpathdsc=\""\"">\n                                                                        <span class=\""for-a11y\"">장바구니</span>\n                                                                    </button>\n                                                                </li>\n\t\t                                                    <li class=\""product-action-item type-new-window\"">\n                                                            <button class=\""product-action-btn pop\"" href=\""#none\""\n                                                            data-wrs-c=\""4000917751\""\n                                                            data-adlt-attc-required-yn=\""N\""\n                                                            onclick=\""return false;\"">\n\t                                                            <span class=\""for-a11y\"">새창으로 보기</span>\n\t                                                        </button>\n                                                        </li>\n                                                    </ul>\n                                                </div>\n                                                e : 별점 추가되면서 장바구니 담기 버튼 삭제 -->\n                                            </div>\n                                            <div class=\""product-info-area\"" id=\""nameTitle\"">\n                                                <a id=\""nmOpn\"" href=\""#none\"" class=\""product-info\"" data-wrs-c=\""4000917751\"" data-limt-qt=\""99817\"" data-ofstk-yn=\""N\"" data-sel-am=\""35000\"" data-tot-am=\""28500\"">\n                                                    <p class=\""product-name\"">[임실치즈농협] 선물세트 3호 </p>\n                                                    <div class=\""product-price\"">\n                                                        <p class=\""product-price-discount\"">\n                                                                <span class=\""for-a11y\"">정가 :</span>\n                                                                35,000원\n                                                            </p>\n\t\t\t                                            <p class=\""product-price-sale\"">\n\t\t                                                    <span class=\""for-a11y\"">판매가 :</span>\n\t\t                                                    28,500원\n\t\t                                                </p>\n\t\t                                            </div>\n\t\t                                            <!-- s: 텍스트블릿 최대 3개 -->\n                                                        <div class=\""product-tags\"">\n                                                            <div class=\""txt-bullet-list\"">\n                                                                <span class=\""txt-bullet is-gift\"">선물하기</span><span class=\""txt-bullet is-delivery\"">복수배송</span><span class=\""txt-bullet type-green2 is-delivery\"">조건별무료배송</span>\n                                                                </div>\n                                                        </div>\n                                                        <!-- e: 텍스트블릿 최대 3개 -->\n                                                    <div class=\""product-review-star-wrap\"">\n\t\t                                            \t<span class=\""review-new\"">\n\t\t                                                NEW!\n\t\t                                                </span>\n\t\t                                            </div>\n\t\t                                            </a>\n                                            </div>\n                                        </div>\n                                    </li>""}"
