retailer_name,source_product_id,collected_at,price,promotion_type
농협몰,0000303389,2026-09-04T13:33:47,6200,
농협몰,0000900784,2026-09-04T13:33:47,12800,
농협몰,0000982571,2026-09-04T13:33:47,6000,
농협몰,0013181743,2026-09-04T13:33:47,38900,
농협몰,0013676942,2026-09-04T13:33:47,5480,
농협몰,0017228158,2026-09-04T13:33:47,20800,
농협몰,0017263836,2026-09-04T13:33:47,69900,
농협몰,0020458531,2026-09-04T13:33:47,23900,
농협몰,0021745276,2026-09-04T13:33:47,20000,
농협몰,0023666508,2026-09-04T13:33:47,16900,
농협몰,0023666511,2026-09-04T13:33:47,7900,
농협몰,0026003447,2026-09-04T13:33:47,21500,
농협몰,0028319777,2026-09-04T13:33:47,7900,
농협몰,0028643030,2026-09-04T13:33:47,28700,
농협몰,0028643043,2026-09-04T13:33:47,20500,
농협몰,0028855172,2026-09-04T13:33:47,18300,
농협몰,0028916453,2026-09-04T13:33:47,18300,
농협몰,0029870400,2026-09-04T13:33:47,19600,
농협몰,0030093418,2026-09-04T13:33:47,43900,
농협몰,0030222799,2026-09-04T13:33:47,37500,
농협몰,0030295494,2026-09-04T13:33:47,58900,
농협몰,0030299355,2026-09-04T13:33:47,12900,
농협몰,0030823844,2026-09-04T13:33:47,24200,
농협몰,0032839670,2026-09-04T13:33:47,26400,
농협몰,0032839683,2026-09-04T13:33:47,26400,
농협몰,0033509222,2026-09-04T13:33:47,13700,
농협몰,0034292123,2026-09-04T13:33:47,22400,
농협몰,0034891496,2026-09-04T13:33:47,31900,
농협몰,0035896940,2026-09-04T13:33:47,41500,
농협몰,0036016042,2026-09-04T13:33:47,581400,
농협몰,0036156744,2026-09-04T13:33:47,13400,
농협몰,0036165555,2026-09-04T13:33:47,16000,
농협몰,0036201479,2026-09-04T13:33:47,20070,
농협몰,0036201750,2026-09-04T13:33:47,28380,
농협몰,0036202021,2026-09-04T13:33:47,27920,
농협몰,0036417089,2026-09-04T13:33:47,13900,
농협몰,0036417427,2026-09-04T13:33:47,39900,
